Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,08:55 07 May,12h 25m,1 stop,No info,10203
Air India,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,08:55 13 May,12h 25m,1 stop,No info,10203
Air India,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,16:15,6h 15m,1 stop,No info,10203
Air India,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:30,20:25 16 May,26h 55m,1 stop,No info,10203
Air India,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,20:25 10 Jun,23h 55m,1 stop,No info,10203
Air India,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,08:55 10 May,12h 25m,1 stop,No info,10203
Air India,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,23:15,13h 15m,1 stop,No info,10203
Air India,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,20:25 13 Jun,23h 55m,1 stop,No info,10203
Air India,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:00,16:15,9h 15m,1 stop,No info,10203
Air India,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,23:15,13h 15m,1 stop,No info,10203
Air India,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:00,20:25,13h 25m,1 stop,No info,10203
Air India,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:30,20:25 13 Jun,26h 55m,1 stop,No info,10203
Air India,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:00,20:25,13h 25m,1 stop,No info,10203
Air India,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,20:25,10h 25m,1 stop,No info,10203
Air India,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,20:25,10h 25m,1 stop,No info,10203
Air India,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,20:25 07 May,23h 55m,1 stop,No info,10203
